record_id,track_id,windowing_name,window_index,segment_length_seconds,start_sample,end_sample,start_seconds,end_seconds,cache_key
multi3_even:10442:0,10442,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10442:1,10442,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:10442:2,10442,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:10443:0,10443,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10443:1,10443,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:10443:2,10443,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:10444:0,10444,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10444:1,10444,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:10444:2,10444,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:10447:0,10447,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10447:1,10447,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:10447:2,10447,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:10480:0,10480,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10480:1,10480,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:10480:2,10480,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:10481:0,10481,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10481:1,10481,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:10481:2,10481,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:10485:0,10485,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10485:1,10485,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:10485:2,10485,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:10678:0,10678,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10678:1,10678,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:10678:2,10678,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:10679:0,10679,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10679:1,10679,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:10679:2,10679,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:10682:0,10682,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10682:1,10682,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:10682:2,10682,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:10684:0,10684,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10684:1,10684,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:10684:2,10684,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:10992:0,10992,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10992:1,10992,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:10992:2,10992,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:10993:0,10993,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:10993:1,10993,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:10993:2,10993,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:11019:0,11019,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:11019:1,11019,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:11019:2,11019,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:11020:0,11020,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:11020:1,11020,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:11020:2,11020,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:11059:0,11059,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:11059:1,11059,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:11059:2,11059,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:11200:0,11200,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:11200:1,11200,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:11200:2,11200,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:11204:0,11204,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:11204:1,11204,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:11204:2,11204,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:11503:0,11503,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:11503:1,11503,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:11503:2,11503,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:11504:0,11504,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:11504:1,11504,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:11504:2,11504,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:11505:0,11505,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:11505:1,11505,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:11505:2,11505,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:11508:0,11508,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:11508:1,11508,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:11508:2,11508,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:12045:0,12045,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12045:1,12045,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:12045:2,12045,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:12046:0,12046,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12046:1,12046,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:12046:2,12046,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:12047:0,12047,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12047:1,12047,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:12047:2,12047,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:12048:0,12048,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12048:1,12048,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:12048:2,12048,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:12049:0,12049,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12049:1,12049,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:12049:2,12049,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:12050:0,12050,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12050:1,12050,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:12050:2,12050,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:12051:0,12051,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12051:1,12051,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:12051:2,12051,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:12052:0,12052,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12052:1,12052,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:12052:2,12052,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:12053:0,12053,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12053:1,12053,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:12053:2,12053,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:12058:0,12058,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12058:1,12058,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:12058:2,12058,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:12059:0,12059,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12059:1,12059,multi3_even,1,3.0,215813,263813,13.4883125,16.4883125,2cf5e6bc2ff3bd56
multi3_even:12059:2,12059,multi3_even,2,3.0,431626,479626,26.976625,29.976625,2cf5e6bc2ff3bd56
multi3_even:12060:0,12060,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12060:1,12060,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:12060:2,12060,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
multi3_even:12061:0,12061,multi3_even,0,3.0,0,48000,0.0,3.0,2cf5e6bc2ff3bd56
multi3_even:12061:1,12061,multi3_even,1,3.0,216022,264022,13.501375,16.501375,2cf5e6bc2ff3bd56
multi3_even:12061:2,12061,multi3_even,2,3.0,432044,480044,27.00275,30.00275,2cf5e6bc2ff3bd56
