record_id,query_group_id,track_id,regime_name,condition_name,query_length_seconds,group_size,segment_index,start_sample,end_sample,start_seconds,end_seconds,apply_fade_envelope,cache_key
multi_segment_same_track:706:combined_moderate:1.00:2,multi_segment_same_track:706:combined_moderate:1.00,706,multi_segment_same_track,combined_moderate,1.0,3,2,463401,479401,28.9625625,29.9625625,False,8edbb8c65a7d1623
multi_segment_same_track:706:clean:2.00:0,multi_segment_same_track:706:clean:2.00,706,multi_segment_same_track,clean,2.0,3,0,0,32000,0.0,2.0,False,8edbb8c65a7d1623
multi_segment_same_track:706:clean:2.00:1,multi_segment_same_track:706:clean:2.00,706,multi_segment_same_track,clean,2.0,3,1,224678,256678,14.042375,16.042375,False,8edbb8c65a7d1623
multi_segment_same_track:706:clean:2.00:2,multi_segment_same_track:706:clean:2.00,706,multi_segment_same_track,clean,2.0,3,2,447774,479774,27.985875,29.985875,False,8edbb8c65a7d1623
multi_segment_same_track:706:combined_moderate:2.00:0,multi_segment_same_track:706:combined_moderate:2.00,706,multi_segment_same_track,combined_moderate,2.0,3,0,0,32000,0.0,2.0,False,8edbb8c65a7d1623
multi_segment_same_track:706:combined_moderate:2.00:1,multi_segment_same_track:706:combined_moderate:2.00,706,multi_segment_same_track,combined_moderate,2.0,3,1,224678,256678,14.042375,16.042375,False,8edbb8c65a7d1623
multi_segment_same_track:706:combined_moderate:2.00:2,multi_segment_same_track:706:combined_moderate:2.00,706,multi_segment_same_track,combined_moderate,2.0,3,2,447774,479774,27.985875,29.985875,False,8edbb8c65a7d1623
multi_segment_same_track:707:clean:1.00:0,multi_segment_same_track:707:clean:1.00,707,multi_segment_same_track,clean,1.0,3,0,267,16267,0.0166875,1.0166875,False,8edbb8c65a7d1623
multi_segment_same_track:707:clean:1.00:1,multi_segment_same_track:707:clean:1.00,707,multi_segment_same_track,clean,1.0,3,1,231286,247286,14.455375,15.455375,False,8edbb8c65a7d1623
multi_segment_same_track:707:clean:1.00:2,multi_segment_same_track:707:clean:1.00,707,multi_segment_same_track,clean,1.0,3,2,463626,479626,28.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:707:combined_moderate:1.00:0,multi_segment_same_track:707:combined_moderate:1.00,707,multi_segment_same_track,combined_moderate,1.0,3,0,267,16267,0.0166875,1.0166875,False,8edbb8c65a7d1623
multi_segment_same_track:707:combined_moderate:1.00:1,multi_segment_same_track:707:combined_moderate:1.00,707,multi_segment_same_track,combined_moderate,1.0,3,1,231286,247286,14.455375,15.455375,False,8edbb8c65a7d1623
multi_segment_same_track:707:combined_moderate:1.00:2,multi_segment_same_track:707:combined_moderate:1.00,707,multi_segment_same_track,combined_moderate,1.0,3,2,463626,479626,28.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:707:clean:2.00:0,multi_segment_same_track:707:clean:2.00,707,multi_segment_same_track,clean,2.0,3,0,375,32375,0.0234375,2.0234375,False,8edbb8c65a7d1623
multi_segment_same_track:707:clean:2.00:1,multi_segment_same_track:707:clean:2.00,707,multi_segment_same_track,clean,2.0,3,1,224220,256220,14.01375,16.01375,False,8edbb8c65a7d1623
multi_segment_same_track:707:clean:2.00:2,multi_segment_same_track:707:clean:2.00,707,multi_segment_same_track,clean,2.0,3,2,447491,479491,27.9681875,29.9681875,False,8edbb8c65a7d1623
multi_segment_same_track:707:combined_moderate:2.00:0,multi_segment_same_track:707:combined_moderate:2.00,707,multi_segment_same_track,combined_moderate,2.0,3,0,375,32375,0.0234375,2.0234375,False,8edbb8c65a7d1623
multi_segment_same_track:707:combined_moderate:2.00:1,multi_segment_same_track:707:combined_moderate:2.00,707,multi_segment_same_track,combined_moderate,2.0,3,1,224220,256220,14.01375,16.01375,False,8edbb8c65a7d1623
multi_segment_same_track:707:combined_moderate:2.00:2,multi_segment_same_track:707:combined_moderate:2.00,707,multi_segment_same_track,combined_moderate,2.0,3,2,447491,479491,27.9681875,29.9681875,False,8edbb8c65a7d1623
multi_segment_same_track:708:clean:1.00:0,multi_segment_same_track:708:clean:1.00,708,multi_segment_same_track,clean,1.0,3,0,0,16000,0.0,1.0,False,8edbb8c65a7d1623
multi_segment_same_track:708:clean:1.00:1,multi_segment_same_track:708:clean:1.00,708,multi_segment_same_track,clean,1.0,3,1,231913,247913,14.4945625,15.4945625,False,8edbb8c65a7d1623
multi_segment_same_track:708:clean:1.00:2,multi_segment_same_track:708:clean:1.00,708,multi_segment_same_track,clean,1.0,3,2,463626,479626,28.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:708:combined_moderate:1.00:0,multi_segment_same_track:708:combined_moderate:1.00,708,multi_segment_same_track,combined_moderate,1.0,3,0,0,16000,0.0,1.0,False,8edbb8c65a7d1623
multi_segment_same_track:708:combined_moderate:1.00:1,multi_segment_same_track:708:combined_moderate:1.00,708,multi_segment_same_track,combined_moderate,1.0,3,1,231913,247913,14.4945625,15.4945625,False,8edbb8c65a7d1623
multi_segment_same_track:708:combined_moderate:1.00:2,multi_segment_same_track:708:combined_moderate:1.00,708,multi_segment_same_track,combined_moderate,1.0,3,2,463626,479626,28.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:708:clean:2.00:0,multi_segment_same_track:708:clean:2.00,708,multi_segment_same_track,clean,2.0,3,0,0,32000,0.0,2.0,False,8edbb8c65a7d1623
multi_segment_same_track:708:clean:2.00:1,multi_segment_same_track:708:clean:2.00,708,multi_segment_same_track,clean,2.0,3,1,223926,255926,13.995375,15.995375,False,8edbb8c65a7d1623
multi_segment_same_track:708:clean:2.00:2,multi_segment_same_track:708:clean:2.00,708,multi_segment_same_track,clean,2.0,3,2,447626,479626,27.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:708:combined_moderate:2.00:0,multi_segment_same_track:708:combined_moderate:2.00,708,multi_segment_same_track,combined_moderate,2.0,3,0,0,32000,0.0,2.0,False,8edbb8c65a7d1623
multi_segment_same_track:708:combined_moderate:2.00:1,multi_segment_same_track:708:combined_moderate:2.00,708,multi_segment_same_track,combined_moderate,2.0,3,1,223926,255926,13.995375,15.995375,False,8edbb8c65a7d1623
multi_segment_same_track:708:combined_moderate:2.00:2,multi_segment_same_track:708:combined_moderate:2.00,708,multi_segment_same_track,combined_moderate,2.0,3,2,447626,479626,27.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:709:clean:1.00:0,multi_segment_same_track:709:clean:1.00,709,multi_segment_same_track,clean,1.0,3,0,0,16000,0.0,1.0,False,8edbb8c65a7d1623
multi_segment_same_track:709:clean:1.00:1,multi_segment_same_track:709:clean:1.00,709,multi_segment_same_track,clean,1.0,3,1,231639,247639,14.4774375,15.4774375,False,8edbb8c65a7d1623
multi_segment_same_track:709:clean:1.00:2,multi_segment_same_track:709:clean:1.00,709,multi_segment_same_track,clean,1.0,3,2,463922,479922,28.995125,29.995125,False,8edbb8c65a7d1623
multi_segment_same_track:709:combined_moderate:1.00:0,multi_segment_same_track:709:combined_moderate:1.00,709,multi_segment_same_track,combined_moderate,1.0,3,0,0,16000,0.0,1.0,False,8edbb8c65a7d1623
multi_segment_same_track:709:combined_moderate:1.00:1,multi_segment_same_track:709:combined_moderate:1.00,709,multi_segment_same_track,combined_moderate,1.0,3,1,231639,247639,14.4774375,15.4774375,False,8edbb8c65a7d1623
multi_segment_same_track:709:combined_moderate:1.00:2,multi_segment_same_track:709:combined_moderate:1.00,709,multi_segment_same_track,combined_moderate,1.0,3,2,463922,479922,28.995125,29.995125,False,8edbb8c65a7d1623
multi_segment_same_track:709:clean:2.00:0,multi_segment_same_track:709:clean:2.00,709,multi_segment_same_track,clean,2.0,3,0,421,32421,0.0263125,2.0263125,False,8edbb8c65a7d1623
multi_segment_same_track:709:clean:2.00:1,multi_segment_same_track:709:clean:2.00,709,multi_segment_same_track,clean,2.0,3,1,224081,256081,14.0050625,16.0050625,False,8edbb8c65a7d1623
multi_segment_same_track:709:clean:2.00:2,multi_segment_same_track:709:clean:2.00,709,multi_segment_same_track,clean,2.0,3,2,448044,480044,28.00275,30.00275,False,8edbb8c65a7d1623
multi_segment_same_track:709:combined_moderate:2.00:0,multi_segment_same_track:709:combined_moderate:2.00,709,multi_segment_same_track,combined_moderate,2.0,3,0,421,32421,0.0263125,2.0263125,False,8edbb8c65a7d1623
multi_segment_same_track:709:combined_moderate:2.00:1,multi_segment_same_track:709:combined_moderate:2.00,709,multi_segment_same_track,combined_moderate,2.0,3,1,224081,256081,14.0050625,16.0050625,False,8edbb8c65a7d1623
multi_segment_same_track:709:combined_moderate:2.00:2,multi_segment_same_track:709:combined_moderate:2.00,709,multi_segment_same_track,combined_moderate,2.0,3,2,448044,480044,28.00275,30.00275,False,8edbb8c65a7d1623
multi_segment_same_track:890:clean:1.00:0,multi_segment_same_track:890:clean:1.00,890,multi_segment_same_track,clean,1.0,3,0,196,16196,0.01225,1.01225,False,8edbb8c65a7d1623
multi_segment_same_track:890:clean:1.00:1,multi_segment_same_track:890:clean:1.00,890,multi_segment_same_track,clean,1.0,3,1,232265,248265,14.5165625,15.5165625,False,8edbb8c65a7d1623
multi_segment_same_track:890:clean:1.00:2,multi_segment_same_track:890:clean:1.00,890,multi_segment_same_track,clean,1.0,3,2,463626,479626,28.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:890:combined_moderate:1.00:0,multi_segment_same_track:890:combined_moderate:1.00,890,multi_segment_same_track,combined_moderate,1.0,3,0,196,16196,0.01225,1.01225,False,8edbb8c65a7d1623
multi_segment_same_track:890:combined_moderate:1.00:1,multi_segment_same_track:890:combined_moderate:1.00,890,multi_segment_same_track,combined_moderate,1.0,3,1,232265,248265,14.5165625,15.5165625,False,8edbb8c65a7d1623
multi_segment_same_track:890:combined_moderate:1.00:2,multi_segment_same_track:890:combined_moderate:1.00,890,multi_segment_same_track,combined_moderate,1.0,3,2,463626,479626,28.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:890:clean:2.00:0,multi_segment_same_track:890:clean:2.00,890,multi_segment_same_track,clean,2.0,3,0,0,32000,0.0,2.0,False,8edbb8c65a7d1623
multi_segment_same_track:890:clean:2.00:1,multi_segment_same_track:890:clean:2.00,890,multi_segment_same_track,clean,2.0,3,1,223498,255498,13.968625,15.968625,False,8edbb8c65a7d1623
multi_segment_same_track:890:clean:2.00:2,multi_segment_same_track:890:clean:2.00,890,multi_segment_same_track,clean,2.0,3,2,447626,479626,27.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:890:combined_moderate:2.00:0,multi_segment_same_track:890:combined_moderate:2.00,890,multi_segment_same_track,combined_moderate,2.0,3,0,0,32000,0.0,2.0,False,8edbb8c65a7d1623
multi_segment_same_track:890:combined_moderate:2.00:1,multi_segment_same_track:890:combined_moderate:2.00,890,multi_segment_same_track,combined_moderate,2.0,3,1,223498,255498,13.968625,15.968625,False,8edbb8c65a7d1623
multi_segment_same_track:890:combined_moderate:2.00:2,multi_segment_same_track:890:combined_moderate:2.00,890,multi_segment_same_track,combined_moderate,2.0,3,2,447626,479626,27.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:892:clean:1.00:0,multi_segment_same_track:892:clean:1.00,892,multi_segment_same_track,clean,1.0,3,0,0,16000,0.0,1.0,False,8edbb8c65a7d1623
multi_segment_same_track:892:clean:1.00:1,multi_segment_same_track:892:clean:1.00,892,multi_segment_same_track,clean,1.0,3,1,231427,247427,14.4641875,15.4641875,False,8edbb8c65a7d1623
multi_segment_same_track:892:clean:1.00:2,multi_segment_same_track:892:clean:1.00,892,multi_segment_same_track,clean,1.0,3,2,463626,479626,28.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:892:combined_moderate:1.00:0,multi_segment_same_track:892:combined_moderate:1.00,892,multi_segment_same_track,combined_moderate,1.0,3,0,0,16000,0.0,1.0,False,8edbb8c65a7d1623
multi_segment_same_track:892:combined_moderate:1.00:1,multi_segment_same_track:892:combined_moderate:1.00,892,multi_segment_same_track,combined_moderate,1.0,3,1,231427,247427,14.4641875,15.4641875,False,8edbb8c65a7d1623
multi_segment_same_track:892:combined_moderate:1.00:2,multi_segment_same_track:892:combined_moderate:1.00,892,multi_segment_same_track,combined_moderate,1.0,3,2,463626,479626,28.976625,29.976625,False,8edbb8c65a7d1623
multi_segment_same_track:892:clean:2.00:0,multi_segment_same_track:892:clean:2.00,892,multi_segment_same_track,clean,2.0,3,0,766,32766,0.047875,2.047875,False,8edbb8c65a7d1623
multi_segment_same_track:892:clean:2.00:1,multi_segment_same_track:892:clean:2.00,892,multi_segment_same_track,clean,2.0,3,1,223848,255848,13.9905,15.9905,False,8edbb8c65a7d1623
multi_segment_same_track:892:clean:2.00:2,multi_segment_same_track:892:clean:2.00,892,multi_segment_same_track,clean,2.0,3,2,447292,479292,27.95575,29.95575,False,8edbb8c65a7d1623
multi_segment_same_track:892:combined_moderate:2.00:0,multi_segment_same_track:892:combined_moderate:2.00,892,multi_segment_same_track,combined_moderate,2.0,3,0,766,32766,0.047875,2.047875,False,8edbb8c65a7d1623
multi_segment_same_track:892:combined_moderate:2.00:1,multi_segment_same_track:892:combined_moderate:2.00,892,multi_segment_same_track,combined_moderate,2.0,3,1,223848,255848,13.9905,15.9905,False,8edbb8c65a7d1623
multi_segment_same_track:892:combined_moderate:2.00:2,multi_segment_same_track:892:combined_moderate:2.00,892,multi_segment_same_track,combined_moderate,2.0,3,2,447292,479292,27.95575,29.95575,False,8edbb8c65a7d1623
multi_segment_same_track:1066:clean:1.00:0,multi_segment_same_track:1066:clean:1.00,1066,multi_segment_same_track,clean,1.0,3,0,378,16378,0.023625,1.023625,False,8edbb8c65a7d1623
multi_segment_same_track:1066:clean:1.00:1,multi_segment_same_track:1066:clean:1.00,1066,multi_segment_same_track,clean,1.0,3,1,232728,248728,14.5455,15.5455,False,8edbb8c65a7d1623
multi_segment_same_track:1066:clean:1.00:2,multi_segment_same_track:1066:clean:1.00,1066,multi_segment_same_track,clean,1.0,3,2,464044,480044,29.00275,30.00275,False,8edbb8c65a7d1623
multi_segment_same_track:1066:combined_moderate:1.00:0,multi_segment_same_track:1066:combined_moderate:1.00,1066,multi_segment_same_track,combined_moderate,1.0,3,0,378,16378,0.023625,1.023625,False,8edbb8c65a7d1623
multi_segment_same_track:1066:combined_moderate:1.00:1,multi_segment_same_track:1066:combined_moderate:1.00,1066,multi_segment_same_track,combined_moderate,1.0,3,1,232728,248728,14.5455,15.5455,False,8edbb8c65a7d1623
multi_segment_same_track:1066:combined_moderate:1.00:2,multi_segment_same_track:1066:combined_moderate:1.00,1066,multi_segment_same_track,combined_moderate,1.0,3,2,464044,480044,29.00275,30.00275,False,8edbb8c65a7d1623
multi_segment_same_track:1066:clean:2.00:0,multi_segment_same_track:1066:clean:2.00,1066,multi_segment_same_track,clean,2.0,3,0,0,32000,0.0,2.0,False,8edbb8c65a7d1623
multi_segment_same_track:1066:clean:2.00:1,multi_segment_same_track:1066:clean:2.00,1066,multi_segment_same_track,clean,2.0,3,1,224076,256076,14.00475,16.00475,False,8edbb8c65a7d1623
multi_segment_same_track:1066:clean:2.00:2,multi_segment_same_track:1066:clean:2.00,1066,multi_segment_same_track,clean,2.0,3,2,447588,479588,27.97425,29.97425,False,8edbb8c65a7d1623
multi_segment_same_track:1066:combined_moderate:2.00:0,multi_segment_same_track:1066:combined_moderate:2.00,1066,multi_segment_same_track,combined_moderate,2.0,3,0,0,32000,0.0,2.0,False,8edbb8c65a7d1623
multi_segment_same_track:1066:combined_moderate:2.00:1,multi_segment_same_track:1066:combined_moderate:2.00,1066,multi_segment_same_track,combined_moderate,2.0,3,1,224076,256076,14.00475,16.00475,False,8edbb8c65a7d1623
multi_segment_same_track:1066:combined_moderate:2.00:2,multi_segment_same_track:1066:combined_moderate:2.00,1066,multi_segment_same_track,combined_moderate,2.0,3,2,447588,479588,27.97425,29.97425,False,8edbb8c65a7d1623
multi_segment_same_track:1069:clean:1.00:0,multi_segment_same_track:1069:clean:1.00,1069,multi_segment_same_track,clean,1.0,3,0,0,16000,0.0,1.0,False,8edbb8c65a7d1623
multi_segment_same_track:1069:clean:1.00:1,multi_segment_same_track:1069:clean:1.00,1069,multi_segment_same_track,clean,1.0,3,1,232119,248119,14.5074375,15.5074375,False,8edbb8c65a7d1623
multi_segment_same_track:1069:clean:1.00:2,multi_segment_same_track:1069:clean:1.00,1069,multi_segment_same_track,clean,1.0,3,2,463617,479617,28.9760625,29.9760625,False,8edbb8c65a7d1623
multi_segment_same_track:1069:combined_moderate:1.00:0,multi_segment_same_track:1069:combined_moderate:1.00,1069,multi_segment_same_track,combined_moderate,1.0,3,0,0,16000,0.0,1.0,False,8edbb8c65a7d1623
multi_segment_same_track:1069:combined_moderate:1.00:1,multi_segment_same_track:1069:combined_moderate:1.00,1069,multi_segment_same_track,combined_moderate,1.0,3,1,232119,248119,14.5074375,15.5074375,False,8edbb8c65a7d1623
multi_segment_same_track:1069:combined_moderate:1.00:2,multi_segment_same_track:1069:combined_moderate:1.00,1069,multi_segment_same_track,combined_moderate,1.0,3,2,463617,479617,28.9760625,29.9760625,False,8edbb8c65a7d1623
multi_segment_same_track:1069:clean:2.00:0,multi_segment_same_track:1069:clean:2.00,1069,multi_segment_same_track,clean,2.0,3,0,0,32000,0.0,2.0,False,8edbb8c65a7d1623
multi_segment_same_track:1069:clean:2.00:1,multi_segment_same_track:1069:clean:2.00,1069,multi_segment_same_track,clean,2.0,3,1,223131,255131,13.9456875,15.9456875,False,8edbb8c65a7d1623
multi_segment_same_track:1069:clean:2.00:2,multi_segment_same_track:1069:clean:2.00,1069,multi_segment_same_track,clean,2.0,3,2,447230,479230,27.951875,29.951875,False,8edbb8c65a7d1623
multi_segment_same_track:1069:combined_moderate:2.00:0,multi_segment_same_track:1069:combined_moderate:2.00,1069,multi_segment_same_track,combined_moderate,2.0,3,0,0,32000,0.0,2.0,False,8edbb8c65a7d1623
multi_segment_same_track:1069:combined_moderate:2.00:1,multi_segment_same_track:1069:combined_moderate:2.00,1069,multi_segment_same_track,combined_moderate,2.0,3,1,223131,255131,13.9456875,15.9456875,False,8edbb8c65a7d1623
multi_segment_same_track:1069:combined_moderate:2.00:2,multi_segment_same_track:1069:combined_moderate:2.00,1069,multi_segment_same_track,combined_moderate,2.0,3,2,447230,479230,27.951875,29.951875,False,8edbb8c65a7d1623
multi_segment_same_track:1073:clean:1.00:0,multi_segment_same_track:1073:clean:1.00,1073,multi_segment_same_track,clean,1.0,3,0,0,16000,0.0,1.0,False,8edbb8c65a7d1623
multi_segment_same_track:1073:clean:1.00:1,multi_segment_same_track:1073:clean:1.00,1073,multi_segment_same_track,clean,1.0,3,1,232071,248071,14.5044375,15.5044375,False,8edbb8c65a7d1623
multi_segment_same_track:1073:clean:1.00:2,multi_segment_same_track:1073:clean:1.00,1073,multi_segment_same_track,clean,1.0,3,2,463267,479267,28.9541875,29.9541875,False,8edbb8c65a7d1623
multi_segment_same_track:1073:combined_moderate:1.00:0,multi_segment_same_track:1073:combined_moderate:1.00,1073,multi_segment_same_track,combined_moderate,1.0,3,0,0,16000,0.0,1.0,False,8edbb8c65a7d1623
multi_segment_same_track:1073:combined_moderate:1.00:1,multi_segment_same_track:1073:combined_moderate:1.00,1073,multi_segment_same_track,combined_moderate,1.0,3,1,232071,248071,14.5044375,15.5044375,False,8edbb8c65a7d1623
