record_id,query_group_id,track_id,regime_name,condition_name,query_length_seconds,group_size,segment_index,start_sample,end_sample,start_seconds,end_seconds,apply_fade_envelope,cache_key
short_offcenter:706:pitch:3.00:0,short_offcenter:706:pitch:3.00,706,short_offcenter,pitch,3.0,1,0,6696,54696,0.4185,3.4185,False,e5b1c2dbfdd1d0c4
short_offcenter:706:time:3.00:0,short_offcenter:706:time:3.00,706,short_offcenter,time,3.0,1,0,6696,54696,0.4185,3.4185,False,e5b1c2dbfdd1d0c4
short_offcenter:706:lowpass:3.00:0,short_offcenter:706:lowpass:3.00,706,short_offcenter,lowpass,3.0,1,0,6696,54696,0.4185,3.4185,False,e5b1c2dbfdd1d0c4
short_offcenter:706:highpass:3.00:0,short_offcenter:706:highpass:3.00,706,short_offcenter,highpass,3.0,1,0,6696,54696,0.4185,3.4185,False,e5b1c2dbfdd1d0c4
short_offcenter:707:clean:1.00:0,short_offcenter:707:clean:1.00,707,short_offcenter,clean,1.0,1,0,408222,424222,25.513875,26.513875,False,e5b1c2dbfdd1d0c4
short_offcenter:707:noise:1.00:0,short_offcenter:707:noise:1.00,707,short_offcenter,noise,1.0,1,0,408222,424222,25.513875,26.513875,False,e5b1c2dbfdd1d0c4
short_offcenter:707:pitch:1.00:0,short_offcenter:707:pitch:1.00,707,short_offcenter,pitch,1.0,1,0,408222,424222,25.513875,26.513875,False,e5b1c2dbfdd1d0c4
short_offcenter:707:time:1.00:0,short_offcenter:707:time:1.00,707,short_offcenter,time,1.0,1,0,408222,424222,25.513875,26.513875,False,e5b1c2dbfdd1d0c4
short_offcenter:707:lowpass:1.00:0,short_offcenter:707:lowpass:1.00,707,short_offcenter,lowpass,1.0,1,0,408222,424222,25.513875,26.513875,False,e5b1c2dbfdd1d0c4
short_offcenter:707:highpass:1.00:0,short_offcenter:707:highpass:1.00,707,short_offcenter,highpass,1.0,1,0,408222,424222,25.513875,26.513875,False,e5b1c2dbfdd1d0c4
short_offcenter:707:clean:2.00:0,short_offcenter:707:clean:2.00,707,short_offcenter,clean,2.0,1,0,11122,43122,0.695125,2.695125,False,e5b1c2dbfdd1d0c4
short_offcenter:707:noise:2.00:0,short_offcenter:707:noise:2.00,707,short_offcenter,noise,2.0,1,0,11122,43122,0.695125,2.695125,False,e5b1c2dbfdd1d0c4
short_offcenter:707:pitch:2.00:0,short_offcenter:707:pitch:2.00,707,short_offcenter,pitch,2.0,1,0,11122,43122,0.695125,2.695125,False,e5b1c2dbfdd1d0c4
short_offcenter:707:time:2.00:0,short_offcenter:707:time:2.00,707,short_offcenter,time,2.0,1,0,11122,43122,0.695125,2.695125,False,e5b1c2dbfdd1d0c4
short_offcenter:707:lowpass:2.00:0,short_offcenter:707:lowpass:2.00,707,short_offcenter,lowpass,2.0,1,0,11122,43122,0.695125,2.695125,False,e5b1c2dbfdd1d0c4
short_offcenter:707:highpass:2.00:0,short_offcenter:707:highpass:2.00,707,short_offcenter,highpass,2.0,1,0,11122,43122,0.695125,2.695125,False,e5b1c2dbfdd1d0c4
short_offcenter:707:clean:3.00:0,short_offcenter:707:clean:3.00,707,short_offcenter,clean,3.0,1,0,262335,310335,16.3959375,19.3959375,False,e5b1c2dbfdd1d0c4
short_offcenter:707:noise:3.00:0,short_offcenter:707:noise:3.00,707,short_offcenter,noise,3.0,1,0,262335,310335,16.3959375,19.3959375,False,e5b1c2dbfdd1d0c4
short_offcenter:707:pitch:3.00:0,short_offcenter:707:pitch:3.00,707,short_offcenter,pitch,3.0,1,0,262335,310335,16.3959375,19.3959375,False,e5b1c2dbfdd1d0c4
short_offcenter:707:time:3.00:0,short_offcenter:707:time:3.00,707,short_offcenter,time,3.0,1,0,262335,310335,16.3959375,19.3959375,False,e5b1c2dbfdd1d0c4
short_offcenter:707:lowpass:3.00:0,short_offcenter:707:lowpass:3.00,707,short_offcenter,lowpass,3.0,1,0,262335,310335,16.3959375,19.3959375,False,e5b1c2dbfdd1d0c4
short_offcenter:707:highpass:3.00:0,short_offcenter:707:highpass:3.00,707,short_offcenter,highpass,3.0,1,0,262335,310335,16.3959375,19.3959375,False,e5b1c2dbfdd1d0c4
short_offcenter:708:clean:1.00:0,short_offcenter:708:clean:1.00,708,short_offcenter,clean,1.0,1,0,359140,375140,22.44625,23.44625,False,e5b1c2dbfdd1d0c4
short_offcenter:708:noise:1.00:0,short_offcenter:708:noise:1.00,708,short_offcenter,noise,1.0,1,0,359140,375140,22.44625,23.44625,False,e5b1c2dbfdd1d0c4
short_offcenter:708:pitch:1.00:0,short_offcenter:708:pitch:1.00,708,short_offcenter,pitch,1.0,1,0,359140,375140,22.44625,23.44625,False,e5b1c2dbfdd1d0c4
short_offcenter:708:time:1.00:0,short_offcenter:708:time:1.00,708,short_offcenter,time,1.0,1,0,359140,375140,22.44625,23.44625,False,e5b1c2dbfdd1d0c4
short_offcenter:708:lowpass:1.00:0,short_offcenter:708:lowpass:1.00,708,short_offcenter,lowpass,1.0,1,0,359140,375140,22.44625,23.44625,False,e5b1c2dbfdd1d0c4
short_offcenter:708:highpass:1.00:0,short_offcenter:708:highpass:1.00,708,short_offcenter,highpass,1.0,1,0,359140,375140,22.44625,23.44625,False,e5b1c2dbfdd1d0c4
short_offcenter:708:clean:2.00:0,short_offcenter:708:clean:2.00,708,short_offcenter,clean,2.0,1,0,305520,337520,19.095,21.095,False,e5b1c2dbfdd1d0c4
short_offcenter:708:noise:2.00:0,short_offcenter:708:noise:2.00,708,short_offcenter,noise,2.0,1,0,305520,337520,19.095,21.095,False,e5b1c2dbfdd1d0c4
short_offcenter:708:pitch:2.00:0,short_offcenter:708:pitch:2.00,708,short_offcenter,pitch,2.0,1,0,305520,337520,19.095,21.095,False,e5b1c2dbfdd1d0c4
short_offcenter:708:time:2.00:0,short_offcenter:708:time:2.00,708,short_offcenter,time,2.0,1,0,305520,337520,19.095,21.095,False,e5b1c2dbfdd1d0c4
short_offcenter:708:lowpass:2.00:0,short_offcenter:708:lowpass:2.00,708,short_offcenter,lowpass,2.0,1,0,305520,337520,19.095,21.095,False,e5b1c2dbfdd1d0c4
short_offcenter:708:highpass:2.00:0,short_offcenter:708:highpass:2.00,708,short_offcenter,highpass,2.0,1,0,305520,337520,19.095,21.095,False,e5b1c2dbfdd1d0c4
short_offcenter:708:clean:3.00:0,short_offcenter:708:clean:3.00,708,short_offcenter,clean,3.0,1,0,19159,67159,1.1974375,4.1974375,False,e5b1c2dbfdd1d0c4
short_offcenter:708:noise:3.00:0,short_offcenter:708:noise:3.00,708,short_offcenter,noise,3.0,1,0,19159,67159,1.1974375,4.1974375,False,e5b1c2dbfdd1d0c4
short_offcenter:708:pitch:3.00:0,short_offcenter:708:pitch:3.00,708,short_offcenter,pitch,3.0,1,0,19159,67159,1.1974375,4.1974375,False,e5b1c2dbfdd1d0c4
short_offcenter:708:time:3.00:0,short_offcenter:708:time:3.00,708,short_offcenter,time,3.0,1,0,19159,67159,1.1974375,4.1974375,False,e5b1c2dbfdd1d0c4
short_offcenter:708:lowpass:3.00:0,short_offcenter:708:lowpass:3.00,708,short_offcenter,lowpass,3.0,1,0,19159,67159,1.1974375,4.1974375,False,e5b1c2dbfdd1d0c4
short_offcenter:708:highpass:3.00:0,short_offcenter:708:highpass:3.00,708,short_offcenter,highpass,3.0,1,0,19159,67159,1.1974375,4.1974375,False,e5b1c2dbfdd1d0c4
short_offcenter:709:clean:1.00:0,short_offcenter:709:clean:1.00,709,short_offcenter,clean,1.0,1,0,121276,137276,7.57975,8.57975,False,e5b1c2dbfdd1d0c4
short_offcenter:709:noise:1.00:0,short_offcenter:709:noise:1.00,709,short_offcenter,noise,1.0,1,0,121276,137276,7.57975,8.57975,False,e5b1c2dbfdd1d0c4
short_offcenter:709:pitch:1.00:0,short_offcenter:709:pitch:1.00,709,short_offcenter,pitch,1.0,1,0,121276,137276,7.57975,8.57975,False,e5b1c2dbfdd1d0c4
short_offcenter:709:time:1.00:0,short_offcenter:709:time:1.00,709,short_offcenter,time,1.0,1,0,121276,137276,7.57975,8.57975,False,e5b1c2dbfdd1d0c4
short_offcenter:709:lowpass:1.00:0,short_offcenter:709:lowpass:1.00,709,short_offcenter,lowpass,1.0,1,0,121276,137276,7.57975,8.57975,False,e5b1c2dbfdd1d0c4
short_offcenter:709:highpass:1.00:0,short_offcenter:709:highpass:1.00,709,short_offcenter,highpass,1.0,1,0,121276,137276,7.57975,8.57975,False,e5b1c2dbfdd1d0c4
short_offcenter:709:clean:2.00:0,short_offcenter:709:clean:2.00,709,short_offcenter,clean,2.0,1,0,269284,301284,16.83025,18.83025,False,e5b1c2dbfdd1d0c4
short_offcenter:709:noise:2.00:0,short_offcenter:709:noise:2.00,709,short_offcenter,noise,2.0,1,0,269284,301284,16.83025,18.83025,False,e5b1c2dbfdd1d0c4
short_offcenter:709:pitch:2.00:0,short_offcenter:709:pitch:2.00,709,short_offcenter,pitch,2.0,1,0,269284,301284,16.83025,18.83025,False,e5b1c2dbfdd1d0c4
short_offcenter:709:time:2.00:0,short_offcenter:709:time:2.00,709,short_offcenter,time,2.0,1,0,269284,301284,16.83025,18.83025,False,e5b1c2dbfdd1d0c4
short_offcenter:709:lowpass:2.00:0,short_offcenter:709:lowpass:2.00,709,short_offcenter,lowpass,2.0,1,0,269284,301284,16.83025,18.83025,False,e5b1c2dbfdd1d0c4
short_offcenter:709:highpass:2.00:0,short_offcenter:709:highpass:2.00,709,short_offcenter,highpass,2.0,1,0,269284,301284,16.83025,18.83025,False,e5b1c2dbfdd1d0c4
short_offcenter:709:clean:3.00:0,short_offcenter:709:clean:3.00,709,short_offcenter,clean,3.0,1,0,114696,162696,7.1685,10.1685,False,e5b1c2dbfdd1d0c4
short_offcenter:709:noise:3.00:0,short_offcenter:709:noise:3.00,709,short_offcenter,noise,3.0,1,0,114696,162696,7.1685,10.1685,False,e5b1c2dbfdd1d0c4
short_offcenter:709:pitch:3.00:0,short_offcenter:709:pitch:3.00,709,short_offcenter,pitch,3.0,1,0,114696,162696,7.1685,10.1685,False,e5b1c2dbfdd1d0c4
short_offcenter:709:time:3.00:0,short_offcenter:709:time:3.00,709,short_offcenter,time,3.0,1,0,114696,162696,7.1685,10.1685,False,e5b1c2dbfdd1d0c4
short_offcenter:709:lowpass:3.00:0,short_offcenter:709:lowpass:3.00,709,short_offcenter,lowpass,3.0,1,0,114696,162696,7.1685,10.1685,False,e5b1c2dbfdd1d0c4
short_offcenter:709:highpass:3.00:0,short_offcenter:709:highpass:3.00,709,short_offcenter,highpass,3.0,1,0,114696,162696,7.1685,10.1685,False,e5b1c2dbfdd1d0c4
short_offcenter:890:clean:1.00:0,short_offcenter:890:clean:1.00,890,short_offcenter,clean,1.0,1,0,101572,117572,6.34825,7.34825,False,e5b1c2dbfdd1d0c4
short_offcenter:890:noise:1.00:0,short_offcenter:890:noise:1.00,890,short_offcenter,noise,1.0,1,0,101572,117572,6.34825,7.34825,False,e5b1c2dbfdd1d0c4
short_offcenter:890:pitch:1.00:0,short_offcenter:890:pitch:1.00,890,short_offcenter,pitch,1.0,1,0,101572,117572,6.34825,7.34825,False,e5b1c2dbfdd1d0c4
short_offcenter:890:time:1.00:0,short_offcenter:890:time:1.00,890,short_offcenter,time,1.0,1,0,101572,117572,6.34825,7.34825,False,e5b1c2dbfdd1d0c4
short_offcenter:890:lowpass:1.00:0,short_offcenter:890:lowpass:1.00,890,short_offcenter,lowpass,1.0,1,0,101572,117572,6.34825,7.34825,False,e5b1c2dbfdd1d0c4
short_offcenter:890:highpass:1.00:0,short_offcenter:890:highpass:1.00,890,short_offcenter,highpass,1.0,1,0,101572,117572,6.34825,7.34825,False,e5b1c2dbfdd1d0c4
short_offcenter:890:clean:2.00:0,short_offcenter:890:clean:2.00,890,short_offcenter,clean,2.0,1,0,53922,85922,3.370125,5.370125,False,e5b1c2dbfdd1d0c4
short_offcenter:890:noise:2.00:0,short_offcenter:890:noise:2.00,890,short_offcenter,noise,2.0,1,0,53922,85922,3.370125,5.370125,False,e5b1c2dbfdd1d0c4
short_offcenter:890:pitch:2.00:0,short_offcenter:890:pitch:2.00,890,short_offcenter,pitch,2.0,1,0,53922,85922,3.370125,5.370125,False,e5b1c2dbfdd1d0c4
short_offcenter:890:time:2.00:0,short_offcenter:890:time:2.00,890,short_offcenter,time,2.0,1,0,53922,85922,3.370125,5.370125,False,e5b1c2dbfdd1d0c4
short_offcenter:890:lowpass:2.00:0,short_offcenter:890:lowpass:2.00,890,short_offcenter,lowpass,2.0,1,0,53922,85922,3.370125,5.370125,False,e5b1c2dbfdd1d0c4
short_offcenter:890:highpass:2.00:0,short_offcenter:890:highpass:2.00,890,short_offcenter,highpass,2.0,1,0,53922,85922,3.370125,5.370125,False,e5b1c2dbfdd1d0c4
short_offcenter:890:clean:3.00:0,short_offcenter:890:clean:3.00,890,short_offcenter,clean,3.0,1,0,427786,475786,26.736625,29.736625,False,e5b1c2dbfdd1d0c4
short_offcenter:890:noise:3.00:0,short_offcenter:890:noise:3.00,890,short_offcenter,noise,3.0,1,0,427786,475786,26.736625,29.736625,False,e5b1c2dbfdd1d0c4
short_offcenter:890:pitch:3.00:0,short_offcenter:890:pitch:3.00,890,short_offcenter,pitch,3.0,1,0,427786,475786,26.736625,29.736625,False,e5b1c2dbfdd1d0c4
short_offcenter:890:time:3.00:0,short_offcenter:890:time:3.00,890,short_offcenter,time,3.0,1,0,427786,475786,26.736625,29.736625,False,e5b1c2dbfdd1d0c4
short_offcenter:890:lowpass:3.00:0,short_offcenter:890:lowpass:3.00,890,short_offcenter,lowpass,3.0,1,0,427786,475786,26.736625,29.736625,False,e5b1c2dbfdd1d0c4
short_offcenter:890:highpass:3.00:0,short_offcenter:890:highpass:3.00,890,short_offcenter,highpass,3.0,1,0,427786,475786,26.736625,29.736625,False,e5b1c2dbfdd1d0c4
short_offcenter:892:clean:1.00:0,short_offcenter:892:clean:1.00,892,short_offcenter,clean,1.0,1,0,45907,61907,2.8691875,3.8691875,False,e5b1c2dbfdd1d0c4
short_offcenter:892:noise:1.00:0,short_offcenter:892:noise:1.00,892,short_offcenter,noise,1.0,1,0,45907,61907,2.8691875,3.8691875,False,e5b1c2dbfdd1d0c4
short_offcenter:892:pitch:1.00:0,short_offcenter:892:pitch:1.00,892,short_offcenter,pitch,1.0,1,0,45907,61907,2.8691875,3.8691875,False,e5b1c2dbfdd1d0c4
short_offcenter:892:time:1.00:0,short_offcenter:892:time:1.00,892,short_offcenter,time,1.0,1,0,45907,61907,2.8691875,3.8691875,False,e5b1c2dbfdd1d0c4
short_offcenter:892:lowpass:1.00:0,short_offcenter:892:lowpass:1.00,892,short_offcenter,lowpass,1.0,1,0,45907,61907,2.8691875,3.8691875,False,e5b1c2dbfdd1d0c4
short_offcenter:892:highpass:1.00:0,short_offcenter:892:highpass:1.00,892,short_offcenter,highpass,1.0,1,0,45907,61907,2.8691875,3.8691875,False,e5b1c2dbfdd1d0c4
short_offcenter:892:clean:2.00:0,short_offcenter:892:clean:2.00,892,short_offcenter,clean,2.0,1,0,334804,366804,20.92525,22.92525,False,e5b1c2dbfdd1d0c4
