evaluation_phase,aggregation_mode,run_id,model_name,windowing_name,index_name,regime_name,condition_name,query_length_seconds,query_group_id,true_track_id,top1_track_id,rank,top1_score,top_candidate_track_ids_json,top_candidate_scores_json,top1_mismatch
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:126507:1.00,126507,35224,31,0.6420044898986816,"[35224, 18042, 108525, 36533, 131410, 56522, 109444, 36531, 103518, 120169]","[0.6420044898986816, 0.6153206825256348, 0.5649868249893188, 0.5628577470779419, 0.5604263544082642, 0.5490469932556152, 0.5289679765701294, 0.5151940584182739, 0.5003087520599365, 0.49896880984306335]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:139998:1.00,139998,35568,31,0.6430846452713013,"[35568, 131934, 35567, 81869, 139997, 16394, 747, 68894, 74235, 151284]","[0.6430846452713013, 0.6322572827339172, 0.6287786364555359, 0.6193991899490356, 0.6095443964004517, 0.6061974763870239, 0.6036850810050964, 0.599995493888855, 0.5983966588973999, 0.5870435237884521]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe4,multi_segment_same_track,clean,1.0,multi_segment_same_track:139998:1.00,139998,35568,31,0.6430846452713013,"[35568, 118251, 131934, 35567, 81869, 139997, 118405, 16394, 747, 68894]","[0.6430846452713013, 0.6421142220497131, 0.6322572827339172, 0.6287786364555359, 0.6193991899490356, 0.6095443964004517, 0.6087619662284851, 0.6061974763870239, 0.6036850810050964, 0.599995493888855]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,1.0,multi_segment_same_track:128888:1.00,128888,48990,31,0.6434358358383179,"[48990, 65431, 13576, 128478, 89875, 111934, 54702, 117618, 111219, 68333]","[0.6434358358383179, 0.6407544612884521, 0.627729058265686, 0.5995585918426514, 0.594861626625061, 0.5894674062728882, 0.57489013671875, 0.5662375688552856, 0.5491716265678406, 0.5473448634147644]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,2.0,multi_segment_same_track:12485:2.00,12485,61807,31,0.6435186862945557,"[61807, 94799, 150052, 127548, 129244, 23456, 36462, 62330, 738, 45364]","[0.6435186862945557, 0.6224156618118286, 0.6096706390380859, 0.6061439514160156, 0.6049180030822754, 0.5920429825782776, 0.5815904140472412, 0.5784407258033752, 0.5710245370864868, 0.5705788731575012]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,2.0,multi_segment_same_track:12590:2.00,12590,145887,31,0.6444337964057922,"[145887, 80018, 132444, 32539, 38780, 17440, 86416, 129870, 116390, 96099]","[0.6444337964057922, 0.6318267583847046, 0.6224544644355774, 0.6187840700149536, 0.6052078008651733, 0.6033638715744019, 0.5828769207000732, 0.5825217366218567, 0.5775177478790283, 0.5775097608566284]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:755:1.00,755,90530,31,0.644607663154602,"[90530, 34457, 154308, 55163, 16995, 5275, 142539, 84091, 36572, 36468]","[0.644607663154602, 0.6441603899002075, 0.6336151361465454, 0.6245982646942139, 0.6119055151939392, 0.5949972867965698, 0.5926206111907959, 0.588657021522522, 0.5858454704284668, 0.5850826501846313]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:117659:1.00,117659,34318,31,0.6447653770446777,"[34318, 142539, 65780, 92371, 101951, 34317, 36472, 107077, 145452, 57272]","[0.6447653770446777, 0.6146709322929382, 0.5985270142555237, 0.5927174687385559, 0.5530411005020142, 0.550226092338562, 0.5489109754562378, 0.5390413403511047, 0.5376518964767456, 0.5349286198616028]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:27453:1.00,27453,71801,31,0.6453907489776611,"[71801, 49167, 10678, 117882, 53587, 115171, 89881, 40236, 40233, 122541]","[0.6453907489776611, 0.6448178887367249, 0.6385782957077026, 0.5746854543685913, 0.5676564574241638, 0.5674484968185425, 0.557540774345398, 0.5476428270339966, 0.5253760814666748, 0.5251742005348206]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,1.0,multi_segment_same_track:10108:1.00,10108,116526,31,0.645506739616394,"[116526, 131934, 102202, 47522, 154298, 137013, 13666, 108842, 739, 140926]","[0.645506739616394, 0.6139322519302368, 0.5772913694381714, 0.5756802558898926, 0.5753082036972046, 0.5749805569648743, 0.5747034549713135, 0.5732828974723816, 0.5703502893447876, 0.5701318979263306]",True
baseline_historical,baseline_mean,hybrid_transformer_baseline_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,2.0,multi_segment_same_track:14663:2.00,14663,54338,31,0.6461994647979736,"[54338, 51022, 117848, 63156, 13760, 13577, 52116, 29351, 42464, 60885]","[0.6461994647979736, 0.6269173622131348, 0.5946410894393921, 0.5807530283927917, 0.5698040723800659, 0.5564165115356445, 0.5510010719299316, 0.5263487100601196, 0.5022305250167847, 0.49760740995407104]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:85594:1.00,85594,127552,31,0.6466929912567139,"[127552, 112483, 111148, 36530, 12062, 141878, 48910, 116572, 14155, 140926]","[0.6466929912567139, 0.6346569061279297, 0.6252584457397461, 0.604914128780365, 0.5756537914276123, 0.569595217704773, 0.5658202171325684, 0.5649279356002808, 0.558064341545105, 0.5466971397399902]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,2.0,multi_segment_same_track:16421:2.00,16421,182,31,0.6476755738258362,"[182, 67045, 35568, 17990, 99642, 119149, 38818, 98347, 138026, 117253]","[0.6476755738258362, 0.6322340965270996, 0.6275975704193115, 0.6247894167900085, 0.6158424615859985, 0.6090371608734131, 0.5949304103851318, 0.5854231119155884, 0.5820105075836182, 0.5793333649635315]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:12062:1.00,12062,52113,31,0.6478943824768066,"[52113, 10367, 121433, 144592, 12065, 106872, 14155, 5277, 46718, 116526]","[0.6478943824768066, 0.6451930403709412, 0.6430439949035645, 0.6356835961341858, 0.630247175693512, 0.6183980107307434, 0.6183062791824341, 0.6147618293762207, 0.5911483764648438, 0.5808752775192261]",True
baseline_historical,baseline_mean,hybrid_transformer_baseline_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,2.0,multi_segment_same_track:18350:2.00,18350,116564,31,0.6479778289794922,"[116564, 32514, 14602, 4829, 12059, 115000, 35222, 28072, 85595, 62036]","[0.6479778289794922, 0.6131967902183533, 0.5925225019454956, 0.5577402114868164, 0.5546475648880005, 0.5517593026161194, 0.5456192493438721, 0.5250064730644226, 0.5235203504562378, 0.5198997259140015]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:117843:1.00,117843,145475,31,0.6483132243156433,"[145475, 66771, 115171, 69222, 76091, 10381, 747, 127329, 124420, 61604]","[0.6483132243156433, 0.647188663482666, 0.6244320869445801, 0.5822639465332031, 0.5707688331604004, 0.5654511451721191, 0.5611150860786438, 0.5570433139801025, 0.5562757253646851, 0.5426193475723267]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,1.0,multi_segment_same_track:145830:1.00,145830,56528,31,0.6488305926322937,"[56528, 145751, 60873, 106506, 40241, 115171, 132171, 138019, 747, 118405]","[0.6488305926322937, 0.6477229595184326, 0.6243928670883179, 0.6210753321647644, 0.6001607179641724, 0.5988379120826721, 0.5927168726921082, 0.586387038230896, 0.5858230590820312, 0.5855942964553833]",True
baseline_historical,baseline_mean,cnn_baseline_embed128,cnn,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,1.0,multi_segment_same_track:742:1.00,742,112467,31,0.648902177810669,"[112467, 139904, 28069, 66534, 3613, 66761, 46474, 11204, 62150, 138117]","[0.648902177810669, 0.6430579423904419, 0.6398948431015015, 0.6216058731079102, 0.6183580160140991, 0.6062333583831787, 0.5941178798675537, 0.5878878831863403, 0.5700363516807556, 0.5658490061759949]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:36836:1.00,36836,141434,31,0.6489242315292358,"[141434, 13673, 34467, 87517, 67046, 40241, 26902, 40355, 47824, 29351]","[0.6489242315292358, 0.6450684666633606, 0.6367061138153076, 0.632226288318634, 0.6158775091171265, 0.6004002094268799, 0.5957878828048706, 0.5924766063690186, 0.58139568567276, 0.5695573091506958]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:68344:1.00,68344,106630,31,0.6491281986236572,"[106630, 80010, 118256, 140930, 102207, 98723, 67224, 94799, 96722, 46091]","[0.6491281986236572, 0.6390817761421204, 0.624679684638977, 0.6223401427268982, 0.6149216890335083, 0.6140069961547852, 0.6052225232124329, 0.6011642217636108, 0.5913068652153015, 0.5856360197067261]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,1.0,multi_segment_same_track:139998:1.00,139998,747,31,0.6493074893951416,"[747, 35567, 81869, 35568, 16394, 151284, 111801, 131934, 116569, 110758]","[0.6493074893951416, 0.6252739429473877, 0.6217300891876221, 0.6175740361213684, 0.6032848358154297, 0.5954897403717041, 0.5938548445701599, 0.590285062789917, 0.5831350088119507, 0.5808143615722656]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,2.0,multi_segment_same_track:10388:2.00,10388,145818,31,0.6494159698486328,"[145818, 36468, 12481, 137632, 40235, 10386, 86256, 81830, 136049, 35204]","[0.6494159698486328, 0.6404625177383423, 0.6275913119316101, 0.6261354684829712, 0.6201375722885132, 0.6129588484764099, 0.6026063561439514, 0.6023889183998108, 0.5985497236251831, 0.5937537550926208]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,2.0,multi_segment_same_track:47505:2.00,47505,129868,31,0.6502065658569336,"[129868, 102184, 74237, 11506, 63251, 12374, 106639, 60534, 110774, 10383]","[0.6502065658569336, 0.6450823545455933, 0.6438652276992798, 0.6412407755851746, 0.6394860744476318, 0.6361485719680786, 0.6321868300437927, 0.6276568174362183, 0.6230475306510925, 0.6219727396965027]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:7378:1.00,7378,115171,31,0.6508191823959351,"[115171, 98111, 115294, 114212, 119149, 35568, 1047, 29841, 85596, 12521]","[0.6508191823959351, 0.6358855366706848, 0.61533522605896, 0.61533522605896, 0.5891603231430054, 0.58279949426651, 0.5507054328918457, 0.5498405694961548, 0.5396420359611511, 0.5391287803649902]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,1.0,multi_segment_same_track:126507:1.00,126507,35224,31,0.6513588428497314,"[35224, 10992, 18042, 45363, 28067, 145457, 110761, 56528, 55905, 66771]","[0.6513588428497314, 0.6475949287414551, 0.6128058433532715, 0.6095128655433655, 0.5988441109657288, 0.5968201160430908, 0.5868881940841675, 0.5737008452415466, 0.5692549347877502, 0.5675033330917358]",True
baseline_historical,baseline_mean,hybrid_transformer_baseline_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:5570:1.00,5570,127182,31,0.6516782641410828,"[127182, 71368, 42436, 140247, 738, 109442, 124496, 129865, 81073, 60534]","[0.6516782641410828, 0.6180649399757385, 0.6161726713180542, 0.6101944446563721, 0.5839200019836426, 0.5821524858474731, 0.5788761973381042, 0.567279040813446, 0.5654824376106262, 0.5630030632019043]",True
baseline_historical,baseline_mean,hybrid_transformer_baseline_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:68896:1.00,68896,84777,31,0.6516933441162109,"[84777, 12588, 122613, 37962, 52563, 121930, 140932, 124393, 109443, 122612]","[0.6516933441162109, 0.6455037593841553, 0.6305657029151917, 0.6249549388885498, 0.5978938937187195, 0.5766488909721375, 0.5715843439102173, 0.5613239407539368, 0.5552982091903687, 0.5511783957481384]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,multi3_even,ivfpq_nprobe4,multi_segment_same_track,clean,1.0,multi_segment_same_track:9155:1.00,9155,10191,31,0.6523033976554871,"[10191, 42287, 137625, 142099, 61809, 12518, 54704, 42281, 104624, 15094]","[0.6523033976554871, 0.6438377499580383, 0.6428844928741455, 0.6392549276351929, 0.634102463722229, 0.633104145526886, 0.6322999596595764, 0.6278465986251831, 0.6273316144943237, 0.6266085505485535]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:7203:1.00,7203,131933,31,0.6535388231277466,"[131933, 68894, 65780, 53636, 7205, 67047, 12521, 127056, 116890, 132166]","[0.6535388231277466, 0.5842612981796265, 0.5640698671340942, 0.5612534284591675, 0.5605088472366333, 0.5509586334228516, 0.5463323593139648, 0.5428687334060669, 0.5367324948310852, 0.5341078639030457]",True
baseline_historical,baseline_mean,hybrid_transformer_one_of_k_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,1.0,multi_segment_same_track:12196:1.00,12196,98349,31,0.6536220908164978,"[98349, 10442, 122909, 127327, 87517, 29841, 59507, 150572, 112001, 109436]","[0.6536220908164978, 0.6327908039093018, 0.6302237510681152, 0.6239959001541138, 0.6017042994499207, 0.5904083847999573, 0.5846277475357056, 0.5828497409820557, 0.5809533596038818, 0.5769510269165039]",True
baseline_historical,baseline_mean,hybrid_transformer_baseline_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,1.0,multi_segment_same_track:67457:1.00,67457,136053,31,0.6537131071090698,"[136053, 150015, 145915, 17785, 18346, 14653, 112483, 139998, 13760, 127545]","[0.6537131071090698, 0.6367072463035583, 0.6341294646263123, 0.616118311882019, 0.6056948900222778, 0.605658769607544, 0.6054913401603699, 0.6028597354888916, 0.5913958549499512, 0.5858580470085144]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfflat_nprobe1,multi_segment_same_track,clean,2.0,multi_segment_same_track:148469:2.00,148469,762,31,0.6544384360313416,"[762, 69769, 131461, 102207, 96722, 38779, 4108, 96725, 40244, 80010]","[0.6544384360313416, 0.6369051933288574, 0.6312144994735718, 0.6194410920143127, 0.6154451370239258, 0.5891980528831482, 0.5891861915588379, 0.5873529314994812, 0.5834375023841858, 0.5758419036865234]",True
baseline_historical,baseline_mean,hybrid_transformer_filters_only_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,1.0,multi_segment_same_track:85594:1.00,85594,98347,31,0.6546903848648071,"[98347, 86521, 140345, 112483, 59563, 38834, 127552, 96102, 40239, 28072]","[0.6546903848648071, 0.6395391821861267, 0.6375099420547485, 0.6293997168540955, 0.6272597908973694, 0.6200261116027832, 0.601088285446167, 0.6008945107460022, 0.5995396971702576, 0.5993842482566833]",True
baseline_historical,baseline_mean,hybrid_transformer_baseline_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,2.0,multi_segment_same_track:148608:2.00,148608,48731,31,0.6547203063964844,"[48731, 7373, 63257, 47035, 145818, 149624, 63250, 46091, 129854, 140922]","[0.6547203063964844, 0.6288111209869385, 0.6266173124313354, 0.6179562211036682, 0.6169196963310242, 0.6156224012374878, 0.6145345568656921, 0.6129543781280518, 0.5995488166809082, 0.599307656288147]",True
baseline_historical,baseline_mean,hybrid_transformer_baseline_embed128,hybrid_transformer,single_center,ivfpq_nprobe4,multi_segment_same_track,clean,2.0,multi_segment_same_track:129858:2.00,129858,12062,31,0.6548064351081848,"[12062, 129449, 64911, 63258, 12354, 105099, 137013, 148610, 64246, 147220]","[0.6548064351081848, 0.6312002539634705, 0.6121883988380432, 0.6070140600204468, 0.5988444089889526, 0.5976026654243469, 0.5917446613311768, 0.5913656949996948, 0.5901846885681152, 0.5900757312774658]",True
